run,gen,nevals,bestId,bestPos,bestError,Eo,env
1,1,100,95,"[4.0, 14.0]",1.846,0,0
1,2,200,20,"[7.0, 13.0]",1.792,0,0
1,3,300,59,"[6.0542, 13.0]",1.77,0,0
1,4,400,11,"[12.0, 10.0]",1.696,0,0
1,5,500,11,"[12.0, 10.0]",1.696,0,0
1,6,600,11,"[12.0, 10.0]",1.696,0,0
1,7,700,11,"[12.0, 10.0]",1.696,0,0
1,8,800,11,"[12.0, 10.0]",1.696,0,0
1,9,900,11,"[12.0, 10.0]",1.696,0,0
1,10,1000,11,"[12.0, 10.0]",1.696,0,0
1,11,1100,11,"[12.0, 10.0]",1.696,0,0
1,12,1200,11,"[12.0, 10.0]",1.696,0,0
1,13,1300,11,"[12.0, 10.0]",1.696,0,0
1,14,1400,11,"[12.0, 10.0]",1.696,0,0
1,15,1500,11,"[12.0, 10.0]",1.696,0,0
1,16,1600,90,"[12.0, 9.1775]",1.63,0,0
1,17,1700,90,"[12.0, 9.1775]",1.63,0,0
1,18,1800,90,"[12.0, 9.1775]",1.63,0,0
1,19,1900,90,"[12.0, 9.1775]",1.63,0,0
1,20,2000,90,"[12.0, 9.1775]",1.63,0,0
1,21,2100,90,"[12.0, 9.1775]",1.63,0,0
1,22,2200,90,"[12.0, 9.1775]",1.63,0,0
1,23,2300,90,"[12.0, 9.1775]",1.63,0,0
1,24,2400,90,"[12.0, 9.1775]",1.63,0,0
1,25,2500,90,"[12.0, 9.1775]",1.63,0,0
1,26,2600,90,"[12.0, 9.1775]",1.63,0,0
1,27,2700,90,"[12.0, 9.1775]",1.63,0,0
1,28,2800,90,"[12.0, 9.1775]",1.63,0,0
1,29,2900,90,"[12.0, 9.1775]",1.63,0,0
1,30,3000,90,"[12.0, 9.1775]",1.63,0,0
1,31,3100,90,"[12.0, 9.1775]",1.63,0,0
1,32,3200,90,"[12.0, 9.1775]",1.63,0,0
1,33,3300,90,"[12.0, 9.1775]",1.63,0,0
1,34,3400,90,"[12.0, 9.1775]",1.63,0,0
1,35,3500,90,"[12.0, 9.1775]",1.63,0,0
1,36,3600,74,"[9.0, 9.0]",1.565,0,0
1,37,3700,74,"[9.0, 9.0]",1.565,0,0
1,38,3800,74,"[9.0, 9.0]",1.565,0,0
1,39,3900,74,"[9.0, 9.0]",1.565,0,0
1,40,4000,74,"[9.0, 9.0]",1.565,0,0
1,41,4100,74,"[9.0, 9.0]",1.565,0,0
1,42,4200,74,"[9.0, 9.0]",1.565,0,0
1,43,4300,74,"[9.0, 9.0]",1.565,0,0
1,44,4400,74,"[9.0, 9.0]",1.565,0,0
1,45,4500,74,"[9.0, 9.0]",1.565,0,0
1,46,4600,74,"[9.0, 9.0]",1.565,0,0
1,47,4700,74,"[9.0, 9.0]",1.565,0,0
1,48,4800,74,"[9.0, 9.0]",1.565,0,0
1,49,4900,74,"[9.0, 9.0]",1.565,0,0
1,50,5000,74,"[9.0, 9.0]",1.565,0,0
1,51,5100,77,"[9.0, 10.0]",1.536,0,0
1,52,5200,77,"[9.0, 10.0]",1.536,0,0
1,53,5300,77,"[9.0, 10.0]",1.536,0,0
1,54,5400,77,"[9.0, 10.0]",1.536,0,0
1,55,5500,77,"[9.0, 10.0]",1.536,0,0
1,56,5600,77,"[9.0, 10.0]",1.536,0,0
1,57,5700,77,"[9.0, 10.0]",1.536,0,0
1,58,5800,77,"[9.0, 10.0]",1.536,0,0
1,59,5900,77,"[9.0, 10.0]",1.536,0,0
1,60,6000,77,"[9.0, 10.0]",1.536,0,0
1,61,6100,77,"[9.0, 10.0]",1.536,0,0
1,62,6200,77,"[9.0, 10.0]",1.536,0,0
1,63,6300,77,"[9.0, 10.0]",1.536,0,0
1,64,6400,77,"[9.0, 10.0]",1.536,0,0
1,65,6500,77,"[9.0, 10.0]",1.536,0,0
1,66,6600,77,"[9.0, 10.0]",1.536,0,0
1,67,6700,77,"[9.0, 10.0]",1.536,0,0
1,68,6800,77,"[9.0, 10.0]",1.536,0,0
1,69,6900,77,"[9.0, 10.0]",1.536,0,0
1,70,7000,77,"[9.0, 10.0]",1.536,0,0
1,71,7100,77,"[9.0, 10.0]",1.536,0,0
1,72,7200,77,"[9.0, 10.0]",1.536,0,0
1,73,7300,77,"[9.0, 10.0]",1.536,0,0
1,74,7400,77,"[9.0, 10.0]",1.536,0,0
1,75,7500,77,"[9.0, 10.0]",1.536,0,0
