run,gen,nevals,bestId,bestPos,bestError,Eo,env
1,1,100,88,"[3.0, 10.0]",1.784,0,0
1,2,200,21,"[8.0, 4.0]",1.533,0,0
1,3,300,21,"[8.0, 4.0]",1.533,0,0
1,4,400,21,"[8.0, 4.0]",1.533,0,0
1,5,500,21,"[8.0, 4.0]",1.533,0,0
1,6,600,21,"[8.0, 4.0]",1.533,0,0
1,7,700,21,"[8.0, 4.0]",1.533,0,0
1,8,800,21,"[8.0, 4.0]",1.533,0,0
1,9,900,21,"[8.0, 4.0]",1.533,0,0
1,10,1000,21,"[8.0, 4.0]",1.533,0,0
1,11,1100,21,"[8.0, 4.0]",1.533,0,0
1,12,1200,21,"[8.0, 4.0]",1.533,0,0
1,13,1300,21,"[8.0, 4.0]",1.533,0,0
1,14,1400,21,"[8.0, 4.0]",1.533,0,0
1,15,1500,21,"[8.0, 4.0]",1.533,0,0
1,16,1600,21,"[8.0, 4.0]",1.533,0,0
1,17,1700,21,"[8.0, 4.0]",1.533,0,0
1,18,1800,21,"[8.0, 4.0]",1.533,0,0
1,19,1900,21,"[8.0, 4.0]",1.533,0,0
1,20,2000,21,"[8.0, 4.0]",1.533,0,0
1,21,2100,21,"[8.0, 4.0]",1.533,0,0
1,22,2200,5,"[8.0, 6.0168]",1.445,0,0
1,23,2300,5,"[8.0, 6.0168]",1.445,0,0
1,24,2400,5,"[8.0, 6.0168]",1.445,0,0
1,25,2500,5,"[8.0, 6.0168]",1.445,0,0
1,26,2600,5,"[8.0, 6.0168]",1.445,0,0
1,27,2700,5,"[8.0, 6.0168]",1.445,0,0
1,28,2800,5,"[8.0, 6.0168]",1.445,0,0
1,29,2900,5,"[8.0, 6.0168]",1.445,0,0
1,30,3000,5,"[8.0, 6.0168]",1.445,0,0
1,31,3100,5,"[8.0, 6.0168]",1.445,0,0
1,32,3200,5,"[8.0, 6.0168]",1.445,0,0
1,33,3300,5,"[8.0, 6.0168]",1.445,0,0
1,34,3400,5,"[8.0, 6.0168]",1.445,0,0
1,35,3500,5,"[8.0, 6.0168]",1.445,0,0
1,36,3600,5,"[8.0, 6.0168]",1.445,0,0
1,37,3700,5,"[8.0, 6.0168]",1.445,0,0
1,38,3800,5,"[8.0, 6.0168]",1.445,0,0
1,39,3900,5,"[8.0, 6.0168]",1.445,0,0
1,40,4000,5,"[8.0, 6.0168]",1.445,0,0
1,41,4100,5,"[8.0, 6.0168]",1.445,0,0
1,42,4200,5,"[8.0, 6.0168]",1.445,0,0
1,43,4300,5,"[8.0, 6.0168]",1.445,0,0
1,44,4400,5,"[8.0, 6.0168]",1.445,0,0
1,45,4500,5,"[8.0, 6.0168]",1.445,0,0
1,46,4600,5,"[8.0, 6.0168]",1.445,0,0
1,47,4700,5,"[8.0, 6.0168]",1.445,0,0
1,48,4800,5,"[8.0, 6.0168]",1.445,0,0
1,49,4900,5,"[8.0, 6.0168]",1.445,0,0
1,50,5000,5,"[8.0, 6.0168]",1.445,0,0
1,51,5100,5,"[8.0, 6.0168]",1.445,0,0
1,52,5200,5,"[8.0, 6.0168]",1.445,0,0
1,53,5300,5,"[8.0, 6.0168]",1.445,0,0
1,54,5400,5,"[8.0, 6.0168]",1.445,0,0
1,55,5500,5,"[8.0, 6.0168]",1.445,0,0
1,56,5600,5,"[8.0, 6.0168]",1.445,0,0
1,57,5700,5,"[8.0, 6.0168]",1.445,0,0
1,58,5800,5,"[8.0, 6.0168]",1.445,0,0
1,59,5900,5,"[8.0, 6.0168]",1.445,0,0
1,60,6000,5,"[8.0, 6.0168]",1.445,0,0
1,61,6100,5,"[8.0, 6.0168]",1.445,0,0
1,62,6200,5,"[8.0, 6.0168]",1.445,0,0
1,63,6300,5,"[8.0, 6.0168]",1.445,0,0
1,64,6400,5,"[8.0, 6.0168]",1.445,0,0
1,65,6500,5,"[8.0, 6.0168]",1.445,0,0
1,66,6600,5,"[8.0, 6.0168]",1.445,0,0
1,67,6700,5,"[8.0, 6.0168]",1.445,0,0
1,68,6800,5,"[8.0, 6.0168]",1.445,0,0
1,69,6900,5,"[8.0, 6.0168]",1.445,0,0
1,70,7000,5,"[8.0, 6.0168]",1.445,0,0
1,71,7100,5,"[8.0, 6.0168]",1.445,0,0
1,72,7200,5,"[8.0, 6.0168]",1.445,0,0
1,73,7300,5,"[8.0, 6.0168]",1.445,0,0
1,74,7400,5,"[8.0, 6.0168]",1.445,0,0
1,75,7500,5,"[8.0, 6.0168]",1.445,0,0
1,76,7600,5,"[8.0, 6.0168]",1.445,0,0
1,77,7700,5,"[8.0, 6.0168]",1.445,0,0
1,78,7800,5,"[8.0, 6.0168]",1.445,0,0
1,79,7900,5,"[8.0, 6.0168]",1.445,0,0
1,80,8000,5,"[8.0, 6.0168]",1.445,0,0
1,81,8100,5,"[8.0, 6.0168]",1.445,0,0
1,82,8200,5,"[8.0, 6.0168]",1.445,0,0
1,83,8300,5,"[8.0, 6.0168]",1.445,0,0
1,84,8400,5,"[8.0, 6.0168]",1.445,0,0
1,85,8500,5,"[8.0, 6.0168]",1.445,0,0
1,86,8600,5,"[8.0, 6.0168]",1.445,0,0
1,87,8700,5,"[8.0, 6.0168]",1.445,0,0
1,88,8800,5,"[8.0, 6.0168]",1.445,0,0
1,89,8900,5,"[8.0, 6.0168]",1.445,0,0
1,90,9000,5,"[8.0, 6.0168]",1.445,0,0
1,91,9100,5,"[8.0, 6.0168]",1.445,0,0
1,92,9200,5,"[8.0, 6.0168]",1.445,0,0
1,93,9300,5,"[8.0, 6.0168]",1.445,0,0
1,94,9400,5,"[8.0, 6.0168]",1.445,0,0
1,95,9500,5,"[8.0, 6.0168]",1.445,0,0
1,96,9600,5,"[8.0, 6.0168]",1.445,0,0
1,97,9700,5,"[8.0, 6.0168]",1.445,0,0
1,98,9800,5,"[8.0, 6.0168]",1.445,0,0
1,99,9900,5,"[8.0, 6.0168]",1.445,0,0
1,100,10000,5,"[8.0, 6.0168]",1.445,0,0
1,101,10100,5,"[8.0, 6.0168]",1.445,0,0
1,102,10200,5,"[8.0, 6.0168]",1.445,0,0
1,103,10300,5,"[8.0, 6.0168]",1.445,0,0
1,104,10400,5,"[8.0, 6.0168]",1.445,0,0
1,105,10500,5,"[8.0, 6.0168]",1.445,0,0
1,106,10600,5,"[8.0, 6.0168]",1.445,0,0
1,107,10700,5,"[8.0, 6.0168]",1.445,0,0
1,108,10800,5,"[8.0, 6.0168]",1.445,0,0
1,109,10900,5,"[8.0, 6.0168]",1.445,0,0
1,110,11000,5,"[8.0, 6.0168]",1.445,0,0
1,111,11100,5,"[8.0, 6.0168]",1.445,0,0
1,112,11200,5,"[8.0, 6.0168]",1.445,0,0
1,113,11300,5,"[8.0, 6.0168]",1.445,0,0
1,114,11400,5,"[8.0, 6.0168]",1.445,0,0
1,115,11500,5,"[8.0, 6.0168]",1.445,0,0
1,116,11600,5,"[8.0, 6.0168]",1.445,0,0
1,117,11700,5,"[8.0, 6.0168]",1.445,0,0
1,118,11800,5,"[8.0, 6.0168]",1.445,0,0
1,119,11900,5,"[8.0, 6.0168]",1.445,0,0
1,120,12000,5,"[8.0, 6.0168]",1.445,0,0
1,121,12100,5,"[8.0, 6.0168]",1.445,0,0
1,122,12200,5,"[8.0, 6.0168]",1.445,0,0
1,123,12300,5,"[8.0, 6.0168]",1.445,0,0
1,124,12400,5,"[8.0, 6.0168]",1.445,0,0
1,125,12500,5,"[8.0, 6.0168]",1.445,0,0
1,126,12600,5,"[8.0, 6.0168]",1.445,0,0
1,127,12700,5,"[8.0, 6.0168]",1.445,0,0
1,128,12800,5,"[8.0, 6.0168]",1.445,0,0
1,129,12900,5,"[8.0, 6.0168]",1.445,0,0
1,130,13000,5,"[8.0, 6.0168]",1.445,0,0
1,131,13100,5,"[8.0, 6.0168]",1.445,0,0
1,132,13200,5,"[8.0, 6.0168]",1.445,0,0
