run,gen,nevals,bestId,bestPos,bestError,Eo,env
1,1,100,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,2,201,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,3,302,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,4,403,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,5,504,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,6,605,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,7,706,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,8,807,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,9,908,81,"[53.0, 97.0, 47.0]",12.629,0,0
1,10,1009,78,"[5.0, 60.0, 36.0]",9.978,0,0
1,11,1110,78,"[5.0, 60.0, 36.0]",9.978,0,0
1,12,1211,78,"[5.0, 60.0, 36.0]",9.978,0,0
1,13,1312,78,"[5.0, 60.0, 36.0]",9.978,0,0
1,14,1413,70,"[10.0, 60.0, 39.1855]",9.682,0,0
1,15,1514,70,"[10.0, 60.0, 39.1855]",9.682,0,0
1,16,1615,70,"[10.0, 60.0, 39.1855]",9.682,0,0
1,17,1716,98,"[7.0667, 60.0, 36.1975]",9.222,0,0
1,18,1817,98,"[7.0667, 60.0, 36.1975]",9.222,0,0
1,19,1918,81,"[5.0, 59.5786, 39.9348]",4.561,0,0
1,20,2019,81,"[5.0, 59.5786, 39.9348]",4.561,0,0
1,21,2120,27,"[5.0, 60.0, 40.5032]",4.33,0,0
1,22,2221,97,"[5.0, 60.0, 39.3005]",3.956,0,0
1,23,2322,97,"[5.0, 60.0, 39.3005]",3.956,0,0
1,24,2423,97,"[5.0, 60.0, 39.3005]",3.956,0,0
1,25,2524,97,"[5.0, 60.0, 39.3005]",3.956,0,0
1,26,2725,92,"[7.7457, 59.5786, 40.6574]",5.5,0,1
1,27,2926,25,"[7.2411, 59.5786, 39.4254]",4.144,0,1
1,28,3127,26,"[6.5335, 59.5786, 39.4254]",3.406,0,1
1,29,3328,26,"[6.5335, 59.5786, 39.4254]",3.406,0,1
1,30,3429,26,"[6.5335, 59.5786, 39.4254]",3.406,0,1
1,31,3530,96,"[7.2411, 60.9312, 39.2563]",2.695,0,1
1,32,3631,96,"[7.2411, 60.9312, 39.2563]",2.695,0,1
1,33,3732,96,"[7.2411, 60.9312, 39.2563]",2.695,0,1
1,34,3833,96,"[7.2411, 60.9312, 39.2563]",2.695,0,1
1,35,3934,96,"[7.2411, 60.9312, 39.2563]",2.695,0,1
1,36,4035,96,"[7.2411, 60.9743, 39.4254]",2.56,0,1
1,37,4136,96,"[7.2411, 60.9743, 39.4254]",2.56,0,1
1,38,4237,96,"[7.2411, 60.9743, 39.4254]",2.56,0,1
1,39,4338,38,"[6.5335, 60.4021, 39.4254]",1.551,0,1
1,40,4439,38,"[6.5335, 60.4021, 39.4254]",1.551,0,1
1,41,4540,38,"[6.5335, 60.4021, 39.4254]",1.551,0,1
1,42,4641,61,"[6.5335, 60.4021, 39.8722]",1.467,0,1
1,43,4742,97,"[6.5335, 60.9129, 39.2563]",1.298,0,1
1,44,4843,97,"[6.5335, 60.9129, 39.2563]",1.298,0,1
1,45,4944,45,"[6.3031, 60.4021, 39.8722]",1.296,0,1
1,46,5045,45,"[6.3031, 60.4021, 39.8722]",1.296,0,1
1,47,5246,84,"[6.5335, 62.1962, 39.4254]",19.854,0,2
1,48,5447,84,"[6.5335, 62.1962, 39.4254]",19.854,0,2
1,49,5648,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,50,5849,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,51,5950,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,52,6051,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,53,6152,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,54,6253,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,55,6354,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,56,6455,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,57,6556,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,58,6657,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,59,6758,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,60,6859,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,61,6960,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,62,7061,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,63,7162,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,64,7263,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
1,65,7364,81,"[6.5335, 61.2831, 39.4254]",19.717,0,2
